filename,title,word_count,photo_links,thumbnail_link,author,community_members,category,header_complete,footer_complete,sidebar_complete,ad_in_sidebar,ad_in_article_body,template_type,comment_count,view_count,tags,meta_description,publish_date,completeness_score,is_enhanced_format,has_media_folder,media_folder_path,has_figure_captions,has_newsletter_signup,has_mobile_sticky_ad,has_sticky_sidebar,has_article_layout_class,has_inline_responsive_css,comment_avatars_real,enhanced_format_score,enhanced_article_path,has_alt_text_all_images,has_proper_heading_hierarchy,has_descriptive_link_text,has_form_labels,has_skip_nav_link,has_focus_indicators,has_aria_labels,color_contrast_passes,is_keyboard_navigable,accessibility_score
post-arts-woodworking-patience.html,The Rocking Chair I'm Still Making,1167,images/homepage/hp-arts-woodworking-330.webp|images/ads/silk-arts-banner.webp|images/articles/arts-sculptor.webp|images/homepage/thumbs/hp-dining-10-100.webp|images/ads/silk-arts-banner.webp|images/ads/silk-homes-banner.webp,images/homepage/hp-arts-woodworking-330.webp,Nathan Cross,Ben Okafor|Elena Martinez|Emma Clarke|Nathan Cross|Rachel Kim,ARTS,True,True,True,True,False,full,7,1234,ARTS|WOODWORKING|CRAFTSMANSHIP|PATIENCE,"Nathan Cross started building a rocking chair in February. It's December now, and he's still working on it—learning that good work can't be rushed.","2:15 PM, Dec 22",93,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-arts-transforming-spaces.html,The Room Sarah Reclaimed,532,images/articles/arts-corner-transformation.webp|images/ads/silk-yoga-banner.webp|images/ads/silk-arts-banner.webp|images/ads/silk-homes-banner.webp,images/articles/arts-corner-transformation.webp,Sarah Mitchell,Ben Okafor|Elena Martinez|Marcus Webb|Rachel Kim|Sarah Mitchell,ARTS,True,True,True,True,False,full,5,724,ARTS|DRAWING|PERSONAL SPACE,How Sarah turned a neglected spare room full of boxes into the art corner she didn't know she needed.,"4:15 PM, Dec 15",88,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-arts-sculptor.html,The Sculpture Tom Made in His Kitchen,763,images/articles/arts-sculptor.webp|images/ads/silk-arts-banner.webp|images/articles/arts-painting-nook.webp|images/homepage/thumbs/hp-dining-09-100.webp|images/ads/silk-arts-banner.webp,images/articles/arts-sculptor.webp,Ben Okafor,Ben Okafor|Elena Martinez|Marcus Webb|Rachel Kim,ARTS,True,True,True,True,False,full,9,1847,ARTS|SCULPTURE|COMMUNITY,Tom's first attempt at sculpture—made at his kitchen table with borrowed clay—turned into something unexpected when neighbors stopped by.,"3:45 PM, Dec 14",88,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-arts-porch-guitar.html,The Songs George Plays When Nobody's Listening,1025,images/homepage/hp-arts-porch-guitar-330.webp|images/ads/silk-arts-banner.webp|images/ads/silk-arts-banner.webp|images/ads/silk-homes-banner.webp,images/homepage/hp-arts-porch-guitar-330.webp,Ben Okafor,Alex Turner|Ben Okafor|Bill Henderson|Emma Clarke|Marcus Webb|Rachel Kim,ARTS,True,True,True,True,True,full,12,2847,ARTS|MUSIC|GUITAR|DAILY PRACTICE,"George Patterson's guitar sits in the same spot on his porch every afternoon. He plays the same six songs, slightly differently each time, until the streetlights come on.","4:15 PM, Dec 18",100,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-arts-creative-expression.html,The Thread Annie Found,595,images/articles/arts-creative-expression.webp|images/ads/silk-arts-banner.webp|images/ads/silk-homes-banner.webp,images/articles/arts-creative-expression.webp,Annie Walsh,Annie Walsh|Ben Okafor|Elena Martinez|Emma Clarke|Nathan Cross|Rachel Kim,ARTS,True,True,True,False,True,full,4,612,ARTS|EMBROIDERY|EXPRESSION,How Annie discovered embroidery and found a way to say things she couldn't find words for.,"1:45 PM, Dec 14",83,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-arts-ceramics-workshop.html,The Wheel in Tom's Basement,498,images/articles/basement-pottery-corner.webp|images/ads/silk-arts-banner.webp|images/ads/silk-homes-banner.webp,images/articles/basement-pottery-corner.webp,Tom Richardson,Ben Okafor|Elena Martinez|Marcus Webb|Rachel Kim|Tom Richardson,ARTS,True,True,True,False,True,full,5,612,ARTS|POTTERY|MEDITATION,How Tom found an old kick wheel in his basement and taught himself pottery through YouTube videos and a lot of collapsed bowls.,"7:30 AM, Dec 18",83,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-holiday-gifts.html,The Year We Only Gave What We Made,920,images/articles/holiday-gifts.webp|images/ads/silk-arts-banner.webp|images/avatars/emma-clarke.webp|images/avatars/bill-henderson.webp|images/avatars/sarah-mitchell.webp|images/avatars/tom-richardson.webp|images/avatars/rosa-delgado.webp|images/ads/silk-corp-banner.webp|images/ads/silk-arts-banner.webp,images/articles/holiday-gifts.webp,Tom Richardson,Bill Henderson|Elena Martinez|Emma Clarke|Rosa Delgado|Sarah Mitchell|Tom Richardson,ARTS,True,True,True,True,True,full,0,2500,HANDMADE|COMMUNITY|ARTS|GIFT GIVING|IMPERFECTION,December agreement: handmade gifts only. No buying. No consuming. Just creating and giving. We learned more from our failures than our successes.,"2:00 PM, Dec 19, 2025",93,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-arts-public-spaces.html,Wednesday Lunch Art Walk,1069,images/articles/arts-public-spaces.webp|images/ads/silk-arts-banner.webp|images/ads/silk-arts-banner.webp|images/ads/silk-homes-banner.webp,images/articles/arts-public-spaces.webp,Annie Chen,,ARTS,True,True,True,True,False,full,23,2891,PUBLIC ART|COMMUNITY|DEBATE|MAIN STREET,"Art in public spaces: help or hindrance? Standing on Main Street, we couldn't agree—and that's exactly the point.","1:30 PM, Dec 9",95,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-farm-revolution.html,Bill's Sunday Garden: A Quiet Revolution in Fresh Food,1211,images/articles/cafe-farm-revolution.webp|images/ads/silk-homes-banner.webp|images/ads/silk-yoga-banner.webp,images/articles/cafe-farm-revolution.webp,Tom Richardson,Bill Henderson|Emma Clarke|Maya Chen|Tom Richardson,CAFE,True,True,True,False,True,full,9,1247,CAFE|FARM TO TABLE|SUSTAINABILITY,How one retiree's backyard garden feeds a community and quietly challenges our assumptions about where food comes from.,"5:30 PM, Dec 15",88,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-latte-art.html,Coffee at Maya's Kitchen: The Heart of Our Morning Ritual,984,images/articles/cafe-morning-coffee.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-homes-banner.webp,images/articles/cafe-morning-coffee.webp,Sarah Mitchell,Bill Henderson|Emma Clarke|Maya Chen|Rachel Kim|Sarah Mitchell|Tom Richardson,CAFE,True,True,True,True,False,full,8,892,CAFE|COFFEE|CRAFT,"In our community of fifteen, Maya's kitchen has become the gathering place where coffee creates connection. A story of intentional living in the Mid-Ohio Valley.","7:30 AM, Dec 19",93,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-journey.html,Following One Lettuce from Seed to Salad,667,images/articles/farm-journey-hands.webp|images/ads/silk-homes-banner.webp|images/ads/silk-yoga-banner.webp,images/articles/farm-journey-hands.webp,Jordan Hayes,Bill Henderson|Elena Martinez|Emma Clarke|Jordan Hayes|Kevin Lee|Maya Chen|Rosa Delgado|Sarah Mitchell|Tom Richardson,CAFE,True,True,True,True,True,full,8,2147,CAFE|FARM TO TABLE|SUSTAINABILITY,"Jordan follows one head of lettuce from seed packet to dinner plate, discovering what farm-to-table really means in a small Appalachian community.","11:15 AM, Dec 8",100,True,True,articles/cafe-journey/media/,True,True,True,False,True,True,True,100,articles/cafe-journey/,True,True,True,True,False,True,True,True,True,80
post-farm-table.html,From Our Garden to Your Table,486,images/ads/silk-homes-banner.webp|images/ads/silk-yoga-banner.webp,images/samples/690x450/cafe-farm-table.webp,Rosa Delgado,Emma Clarke|Maya Chen|Rosa Delgado,CAFE,True,True,True,False,True,full,28,3567,CAFE,Seasonal cooking isn't a trend at SILK Cafe—it's a necessity born from connection to land. Our chef shares how working with what's available creates m,"11:00 AM, Dec 14",85,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-roasting.html,How Sarah Learned to Taste Seasons in Coffee,1166,images/articles/cafe-roasting-seasons.webp|images/ads/silk-homes-banner.webp|images/ads/silk-yoga-banner.webp|images/ads/silk-arts-banner.webp,images/articles/cafe-roasting-seasons.webp,Sarah Mitchell,Bill Henderson|Elena Martinez|Emma Clarke|Maya Chen|Sarah Mitchell|Tom Richardson,CAFE,True,True,True,False,True,full,6,1247,COFFEE|MINDFULNESS|SEASONAL LIVING,Sarah discovers that Maya's coffee tastes different in autumn—learns to notice subtle flavors she'd been rushing past her whole life.,"9:15 AM, Dec 17",88,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-farm-partners.html,Jesse's Garden Education,555,images/articles/cafe-farm-partners.webp|images/ads/silk-homes-banner.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-homes-banner.webp,images/articles/cafe-farm-partners.webp,Rachel Kim,Bill Henderson|Deb Morrison|Emma Clarke|Jesse Martinez|Maya Chen|Rachel Kim,CAFE,True,True,True,True,False,full,14,2315,GARDEN|FARM PARTNERS|COMMUNITY AGRICULTURE|TEACHING,Jesse grows food in a backyard plot smaller than most living rooms. What he's really cultivating is knowledge—teaching anyone who asks how to grow their own.,"7:30 AM, Dec 9",90,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-quality-debate.html,Morning Coffee Philosophy,915,images/articles/cafe-coffee-debate.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-homes-banner.webp,images/articles/cafe-coffee-debate.webp,Sam Torres,Annie Walsh|Bill Henderson|Helen Harrison|Jacob Torres|Jesse Martinez|Miguel Santos,CAFE,True,True,True,True,False,full,23,3647,COFFEE|DEBATE|PHILOSOPHY|QUALITY,The great coffee debate: quality versus quantity. Bill's kitchen becomes philosophy central before sunrise.,"11:00 AM, Dec 13",95,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-coffee-gathering.html,Saturday Mornings at Maya's: When Community Gathers Over Coffee,1097,images/articles/cafe-coffee-gathering.webp|images/ads/silk-homes-banner.webp|images/ads/silk-yoga-banner.webp|images/ads/silk-cafe-banner.webp,images/articles/cafe-coffee-gathering.webp,Rachel Kim,David Chen|Emma Clarke|Maya Chen|Rachel Kim|Sarah Mitchell|Tom Richardson,CAFE,True,True,True,False,True,full,12,1892,CAFE|COFFEE|COMMUNITY,How one woman's kitchen became the gathering place where fifteen neighbors remember they're not doing this alone.,"10:00 AM, Dec 14",90,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-sunday-pancakes.html,Sunday Morning Pancakes,1483,images/homepage/hp-cafe-sunday-pancakes-330.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-arts-banner.webp,images/homepage/hp-cafe-sunday-pancakes-330.webp,"Robert ""Bobby"" Martinez",Elena Martinez|Emma Clarke|Maya Chen|Sarah Mitchell|Tom Richardson,CAFE,True,True,True,True,False,full,8,1847,CAFE|HOME COOKING|COMMUNITY|SUNDAY RITUALS,"Bobby's pancakes, Grace's kimchi, and Will's smoked brisket—how Sunday cooking rituals bring neighbors together in Victorian cottages.","8:15 AM, Dec 22",93,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-grandmas-pasta.html,Sunday Sauce and Grandmother's Hands,1509,images/homepage/hp-cafe-grandmas-pasta-330.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-homes-banner.webp,images/homepage/hp-cafe-grandmas-pasta-330.webp,Rachel Kim,Bill Henderson|Bob Harrison|Deb Morrison|Emma Clarke|Linda Chen|Maya Chen|Rachel Kim|Tony Ricci,CAFE,True,True,True,True,False,full,8,1847,CAFE|COOKING|FAMILY RECIPES|TRADITION,Three generations share their grandmother's cooking traditions in Victorian cottage kitchens across the valley.,"2:15 PM, Dec 22",93,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-coffee-culture.html,The Art of Slow Coffee,499,images/ads/silk-homes-banner.webp|images/ads/silk-yoga-banner.webp,images/samples/690x450/cafe-coffee-culture.webp,David Park,Bill Henderson|Emma Clarke|Maya Chen|Sarah Mitchell|Tom Richardson,CAFE,True,True,True,False,True,full,34,3892,CAFE,"In a world of drive-throughs and delivery apps, a growing movement celebrates coffee as ritual rather than fuel. Local cafes are creating spaces where","8:30 AM, Dec 12",85,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-community-kitchen.html,The Community Kitchen: Where Strangers Become Family,693,images/articles/community-kitchen.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-homes-banner.webp,images/articles/community-kitchen.webp,Sarah Mitchell,Bill Henderson|Emma Clarke|Marcus Webb|Rachel Kim|Rosa Delgado|Sarah Mitchell,CAFE,True,True,True,True,False,full,12,2847,COMMUNITY|COOKING|SHARED LIVING|MARIETTA,Sarah Adams shares how the community kitchen at SILK Homes Marietta becomes the heart of the house - where cooking together builds family.,"4:00 PM, Dec 5",90,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-seasonal-harvest.html,The Day Jesse Brought Too Many Tomatoes,1270,images/articles/cafe-seasonal-harvest.webp|images/ads/silk-homes-banner.webp|images/ads/silk-yoga-banner.webp,images/articles/cafe-seasonal-harvest.webp,Emma Clarke,Bill Henderson|Emma Clarke|Maya Chen,CAFE,True,True,True,False,True,full,15,2156,CAFE|SEASONAL|PRESERVATION,What happens when one gardener's bumper crop becomes the whole community's delicious problem to solve.,"2:00 PM, Dec 12",90,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-vegan-journey.html,The Month Maya Went Plant-Based (Sort Of),855,images/articles/cafe-vegan-journey.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-yoga-banner.webp,images/articles/cafe-vegan-journey.webp,Maya Chen,Bill Henderson|Emma Clarke|Maya Chen|Tom Richardson,CAFE,True,True,True,True,False,full,9,1892,PLANT-BASED|COOKING|COMMUNITY,"Maya's honest story about trying plant-based eating in a small Appalachian town—failed recipes, helpful neighbors, and learning what actually matters about changing how you eat.","11:30 AM, Dec 20",93,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-community-potluck.html,The Night Everyone Brought Potato Salad,885,images/articles/community-potluck.webp|images/ads/silk-cafe-banner.webp|images/articles/home-community-gathering.webp|images/articles/cafe-farm-table.webp|images/articles/arts-painting-nook.webp|images/articles/morning-practice-parlor.webp,images/articles/community-potluck.webp,Rachel Kim,Bill Henderson|Elena Martinez|Maya Chen|Rachel Kim|Tom Richardson,CAFE,True,True,True,True,False,full,5,2847,COMMUNITY|POTLUCK|RAVENSWOOD,Sometimes the best community moments are the absurd ones—like when seven people brought potato salad to the same potluck.,"6:00 PM, Dec 15, 2025",93,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-herb-garden-tea.html,The Patience of Mint Leaves,1116,images/homepage/hp-cafe-herb-tea-330.webp|images/ads/silk-homes-banner.webp|images/ads/silk-yoga-banner.webp,images/homepage/hp-cafe-herb-tea-330.webp,Iris Yamamoto,Bill Henderson|Emma Clarke|Iris Yamamoto|Maya Chen|Sam Rivera|Tom Richardson,CAFE,True,True,True,False,True,full,8,1847,CAFE|HERBAL TEA|HOME GARDEN|WELLNESS,Iris Yamamoto's journey from store-bought tea bags to growing her own medicinal herbs in a Parkersburg Victorian cottage garden.,"7:15 AM, Dec 19",88,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-sourdough-starter.html,The Sourdough Starter I Almost Killed,610,images/articles/cafe-sourdough-starter.png|images/ads/silk-homes-banner.webp|images/ads/silk-yoga-banner.webp|images/ads/silk-cafe-banner.webp,images/articles/cafe-sourdough-starter.png,Rachel Kim,Bill Henderson|Elena Martinez|Emma Clarke|Maya Chen|Rachel Kim|Rosa Delgado|Sarah Mitchell|Tom Richardson,CAFE,True,True,True,True,True,full,8,1892,BAKING|SOURDOUGH|COMMUNITY,"Rachel killed seventeen loaves before she understood: baking isn't about perfection. It's about showing up, every day, even when everything flops.","11:15 AM, Dec 14",100,True,True,articles/cafe-sourdough-starter/media/,True,True,True,False,True,True,True,100,articles/cafe-sourdough-starter/,True,True,True,True,False,True,True,True,True,80
post-cafe-behind-scenes.html,Wednesday Night at Maya's Table,448,images/articles/cafe-behind-scenes.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-homes-banner.webp,images/articles/cafe-behind-scenes.webp,Sam Rivera,Deb Morrison|Emma Clarke|Helen Harrison|Maya Chen|Miguel Santos|Rachel Kim|Sam Rivera|Tony Ricci,CAFE,True,True,True,True,False,full,18,2847,CAFE|COMMUNITY DINING|HOME COOKING|WEDNESDAY DINNERS,"Maya cooks for five people every Wednesday. No restaurant, no business plan—just neighbors gathered around her Victorian cottage table.","12:00 PM, Dec 17",90,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-brunch-friends.html,Weekend Rituals: The Joy of Community Brunch,496,images/articles/cafe-brunch-friends.webp|images/ads/silk-homes-banner.webp|images/ads/silk-yoga-banner.webp,images/articles/cafe-brunch-friends.webp,Emma Clarke,Bill Henderson|Elena Martinez|Emma Clarke|Jacob Hayes|Maya Chen|Sarah Mitchell|Tom Richardson,CAFE,True,True,True,True,True,full,8,1923,CAFE|COMMUNITY|FOOD|BRUNCH,"Discover the tradition of weekend brunch, gathering with friends over food, and the SILK Cafe brunch experience.","10:30 AM, Dec 21",100,True,True,articles/cafe-brunch-friends/media/,True,True,True,False,True,True,True,100,articles/cafe-brunch-friends/,True,True,True,True,False,True,True,True,True,80
post-cafe-brewing-story.html,What Bill Learned About Fermentation,889,images/articles/cafe-brewing-story.webp|images/ads/silk-homes-banner.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-yoga-banner.webp,images/articles/cafe-brewing-story.webp,Bill Henderson,Bill Henderson|Emma Clarke|Jesse Martinez|Maya Chen|Sarah Mitchell|Tom Richardson,CAFE,True,True,True,False,True,full,7,1547,KOMBUCHA|FERMENTATION|DIY,"Bill's unexpected journey into kombucha brewing—exploding bottles, mysterious SCOBYs, and discovering that you're never too old to try something weird.","9:15 AM, Dec 21",88,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-seasonal-menu.html,What October Tastes Like,467,images/articles/cafe-seasonal-menu.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-homes-banner.webp,images/articles/cafe-seasonal-menu.webp,Sarah Mitchell,Bill Henderson|Deb Morrison|Emma Clarke|Maya Chen|Sarah Mitchell,CAFE,True,True,True,True,False,full,12,1984,SEASONAL EATING|AUTUMN|SQUASH|OCTOBER,"Emma's kitchen counter tells you what season it is better than any calendar—autumn squash, root vegetables, and recipes passed down through neighbors.","2:15 PM, Dec 10",90,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-arts-valley-artists.html,When Bill Brought Tomatoes,816,images/articles/cafe-farm-table.webp|images/ads/silk-arts-banner.webp|images/ads/silk-homes-banner.webp|images/ads/silk-cafe-banner.webp,images/articles/cafe-farm-table.webp,Elena Martinez,Ben Okafor|Elena Martinez|Marcus Webb|Rachel Kim,CAFE,True,True,True,False,True,full,11,2634,CAFE|FARM TO TABLE|SUSTAINABILITY,"Explore the farm-to-table philosophy, local partnerships with farmers, and the journey of fresh ingredients at SILK Cafe.","8:30 AM, Dec 17",90,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
post-cafe-farm-table.html,When Bill Brought Tomatoes,816,images/articles/cafe-farm-table.webp|images/ads/silk-cafe-banner.webp|images/ads/silk-homes-banner.webp|images/ads/silk-yoga-banner.webp,images/articles/cafe-farm-table.webp,Elena Martinez,Elena Martinez|Emma Clarke|Kevin Lee|Maya Chen,CAFE,True,True,True,True,False,full,11,2634,CAFE|FARM TO TABLE|SUSTAINABILITY,"Explore the farm-to-table philosophy, local partnerships with farmers, and the journey of fresh ingredients at SILK Cafe.","8:30 AM, Dec 17",95,False,False,,False,False,False,False,False,False,False,0,,False,False,False,False,False,False,False,False,False,0
