path,type,dimensions,date_modified,model,description,upgraded
images/ads/shared/silk-tech-banner.png,.png,1024x1024,2025-12-24 16:33:41,gemini-2.5-flash,"Woman in blue sweater working on laptop at wooden table with plants, coffee, and natural window light in a period home.",true
images/ads/shared/silk-tech-banner.webp,.webp,1024x1024,2025-12-24 16:34:28,gemini-2.5-flash,"Woman in blue sweater working on laptop at wooden table with plants, coffee, and natural window light in a period home.",true
images/ads/shared/silk-yoga-banner.png,.png,1024x1024,2025-12-22 16:01:26,gemini-2.5-flash,"Woman meditating in lotus position in a bright room with three arched windows,true, with SILK Yoga - Find Your Practice text.",false
images/ads/shared/silk-yoga-banner.webp,.webp,1584x200,2025-12-24 16:54:00,gemini-2.5-flash,"Woman meditating in lotus position in a bright room with three arched windows, wearing light purple.",true
images/ads/sidebar/yoga-beginners-sidebar.webp,.webp,300x250,2025-12-24 13:28:35,gemini-2.5-flash,,false
images/articles/arts-ceramics-workshop.webp,.webp,1024x1024,2025-12-24 16:28:38,gemini-2.5-flash,Hands shaping clay on a pottery wheel in a warm studio with shelves of finished ceramic bowls and pottery tools.,true
images/articles/arts-corner-transformation.png,.png,1024x1024,2025-12-24 16:31:01,gemini-2.5-flash,"Victorian-style art corner with floral wallpaper, round table with easel, art supplies, and botanical sketches pinned to wall.",true
images/articles/arts-corner-transformation.webp,.webp,1024x1024,2025-12-24 16:31:33,gemini-2.5-flash,"Victorian-style art corner with floral wallpaper, round table with easel, art supplies, and botanical sketches pinned to wall.",true
images/articles/arts-creative-expression.png,.png,1024x1024,2025-12-24 16:32:50,gemini-2.5-flash,Close-up of hands doing embroidery work in a cozy parlor with vintage armchair and craft materials scattered on table.,true
images/articles/arts-creative-expression.webp,.webp,1024x1024,2025-12-24 16:33:22,gemini-2.5-flash,Close-up of hands doing embroidery work in a cozy parlor with vintage armchair and craft materials scattered on table.,true
images/articles/arts-first-friday-parlor.png,.png,1024x1024,2025-12-24 16:34:12,gemini-2.5-flash,"Ornate Victorian parlor with floral wallpaper, arched windows, green and burgundy velvet chairs, and a small round table.",true
images/articles/arts-first-friday-parlor.webp,.webp,1024x1024,2025-12-24 16:31:06,gemini-2.5-flash,"Ornate Victorian parlor with floral wallpaper, arched windows, green and burgundy velvet chairs, and a small round table.",true
images/articles/arts-gallery-night.png,.png,1024x1024,2025-12-24 16:31:09,gemini-2.5-flash,"Richly decorated Victorian room with dark wood paneling, fireplace, portraits, landscape paintings, oil lamp, and tea service by window.",true
images/articles/arts-gallery-night.webp,.webp,1024x1024,2025-12-24 16:31:10,gemini-2.5-flash,"Richly decorated Victorian room with dark wood paneling, fireplace, portraits, landscape paintings, oil lamp, and tea service by window.",true
images/articles/arts-painting-class.webp,.webp,1024x1024,2025-12-24 16:31:11,gemini-2.5-flash,"Bright art studio with several people painting at easels, modern industrial space with white brick walls and large windows.",true
images/articles/arts-painting-nook.png,.png,1024x1024,2025-12-24 16:31:20,gemini-2.5-flash,"Cozy painting corner with window view, floral chair, desk with watercolor supplies and brushes in natural afternoon light.",true
images/articles/arts-painting-nook.webp,.webp,330x330,2025-12-24 16:31:21,gemini-2.5-flash,"Cozy painting corner with window view, floral chair, desk with watercolor supplies and brushes in natural afternoon light.",true
images/articles/arts-photography.png,.png,1024x1024,2025-12-24 16:47:29,gemini-2.5-flash,"Round Victorian table with two vintage Polaroid cameras, instant photos, teacup, and vintage lamp between two wingback chairs.",true
images/articles/arts-photography.webp,.webp,1024x1024,2025-12-24 16:47:30,gemini-2.5-flash,"Round Victorian table with two vintage Polaroid cameras, instant photos, teacup, and vintage lamp between two wingback chairs.",true
images/articles/arts-public-spaces.png,.png,1024x1024,2025-12-24 16:47:36,gemini-2.5-flash,Community group admiring Ravenswood Community Art mural on brick building during golden hour on small-town street.,true
images/articles/arts-public-spaces.webp,.webp,1024x1024,2025-12-24 16:47:37,gemini-2.5-flash,Community group admiring Ravenswood Community Art mural on brick building during golden hour on small-town street.,true
images/articles/arts-sculptor-iphone.webp,.webp,1024x1024,2025-12-24 13:03:39,gemini-2.5-flash,,true
images/articles/arts-sculptor-new.webp,.webp,1024x1024,2025-12-24 12:56:09,gemini-2.5-flash,,true
images/articles/arts-sculptor.png,.png,1024x1024,2025-12-24 16:47:46,gemini-2.5-flash,Man in flannel shirt working on wooden sculpture pieces at kitchen table in Victorian home with large windows and radiator.,true
images/articles/arts-sculptor.webp,.webp,1024x1024,2025-12-24 16:47:47,gemini-2.5-flash,Man in flannel shirt working on wooden sculpture pieces at kitchen table in Victorian home with large windows and radiator.,true
images/articles/arts-studio-portrait.webp,.webp,1024x1024,2025-12-24 16:44:51,gemini-2.5-flash,Artist in light clothing and hat painting colorful abstract art on large canvas in bright industrial loft studio.,true
images/articles/basement-pottery-corner.png,.png,1024x1024,2025-12-24 16:44:53,gemini-2.5-flash,"Rustic basement pottery studio with exposed stone walls, wooden shelves full of ceramic pieces, pottery wheel, and window with mountain view.",true
images/articles/basement-pottery-corner.webp,.webp,1024x1024,2025-12-24 16:44:54,gemini-2.5-flash,"Rustic basement pottery studio with exposed stone walls, wooden shelves full of ceramic pieces, pottery wheel, and window with mountain view.",true
images/articles/cafe-behind-scenes.png,.png,1024x1024,2025-12-24 16:44:55,gemini-2.5-flash,Five people gathered around candlelit dinner table in Victorian dining room with brass chandelier and dark wood paneling at dusk.,true
images/articles/cafe-behind-scenes.webp,.webp,1024x1024,2025-12-24 16:44:56,gemini-2.5-flash,Five people gathered around candlelit dinner table in Victorian dining room with brass chandelier and dark wood paneling at dusk.,true
images/articles/cafe-brewing-story.png,.png,1024x1024,2025-12-24 16:56:02,gemini-2.5-flash,Older man in sweater examining homemade kombucha or fermented drinks in labeled bottles in vintage kitchen with leaded glass windows.,true
images/articles/cafe-brewing-story.webp,.webp,1024x1024,2025-12-24 16:47:27,gemini-2.5-flash,Older man in sweater examining homemade kombucha or fermented drinks in labeled bottles in vintage kitchen with leaded glass windows.,true
images/articles/cafe-brunch-friends.webp,.webp,1024x1024,2025-12-24 16:47:37,gemini-2.5-flash,"Family of three sharing a meal at wooden table by tall arched windows with radiator, fresh bread, herbs, and tomatoes.",true
images/articles/cafe-coffee-debate.png,.png,1024x1024,2025-12-24 16:47:42,gemini-2.5-flash,"Three people in period-style clothing stand in a vintage kitchen discussing coffee, with various coffee brewing equipment and cups arranged on a wooden table in warm natural light.",true
images/articles/cafe-coffee-debate.webp,.webp,1024x1024,2025-12-24 16:47:47,gemini-2.5-flash,"Three people in a rustic kitchen having an animated conversation about coffee, surrounded by multiple coffee brewing methods including French press, pour-over, and espresso machine with scattered coffee beans.",true
images/articles/cafe-coffee-gathering.png,.png,1024x1024,2025-12-24 16:47:52,gemini-2.5-flash,"Four people gathered casually in a bright kitchen with large windows, some sitting and standing, sharing coffee and conversation in a relaxed morning setting.",true
images/articles/cafe-coffee-gathering.webp,.webp,1024x1024,2025-12-24 16:56:03,gemini-2.5-flash,"A cozy kitchen scene with four people casually gathered, one at the sink, others sitting and standing with coffee cups, bathed in natural window light with fresh fruit on the counter.",true
images/articles/cafe-farm-partners.png,.png,1024x1024,2025-12-24 16:47:31,gemini-2.5-flash,"A person tending to a raised garden bed in early morning mist with Victorian houses visible in the background, working with seedlings in the soil.",true
images/articles/cafe-farm-partners.webp,.webp,1024x1024,2025-12-24 16:47:32,gemini-2.5-flash,"Someone kneeling in a backyard garden with raised beds, planting seedlings in misty morning light with a shed and Victorian homes in the background.",true
images/articles/cafe-farm-revolution.png,.png,1024x1024,2025-12-24 16:47:34,gemini-2.5-flash,"A woman in a rustic kitchen sorting through abundant fresh produce including tomatoes and greens, with natural light streaming through lace-curtained windows.",true
images/articles/cafe-farm-revolution.webp,.webp,1024x1024,2025-12-24 16:47:35,gemini-2.5-flash,"An older person with gray hair in a vintage kitchen working with an abundance of colorful heirloom tomatoes, peppers, and fresh vegetables from the garden, arranged on a checkered tablecloth.",true
images/articles/cafe-farm-table.webp,.webp,330x330,2025-12-24 16:47:36,gemini-2.5-flash,"A simple kitchen counter with fresh bread, tomatoes on a plate, and a jar of milk in soft morning light through a window.",true
images/articles/cafe-latte-art.webp,.webp,1024x1024,2025-12-24 16:56:04,gemini-2.5-flash,"Close-up of hands pouring steamed milk from a metal pitcher into a white cup, creating latte art with a beautiful rosetta pattern in a modern kitchen setting.",true
images/articles/cafe-morning-coffee.png,.png,1024x1024,2025-12-24 16:56:05,gemini-2.5-flash,"Two women sitting at a small wooden table by tall windows with frosted glass, sharing coffee and conversation in an intimate kitchen corner with potted plants.",true
images/articles/cafe-morning-coffee.webp,.webp,1024x1024,2025-12-24 16:56:08,gemini-2.5-flash,"Two women having an intimate coffee conversation at a wooden table positioned between two tall windows with textured glass, surrounded by houseplants in warm morning light.",true
images/articles/cafe-roasting-seasons.png,.png,1024x1024,2025-12-24 16:56:10,gemini-2.5-flash,"Hands holding a steaming terracotta mug in a cozy vintage kitchen with open shelving, dried herbs, and flowers in a vase by the window.",true
images/articles/cafe-roasting-seasons.webp,.webp,1024x1024,2025-12-24 16:53:26,gemini-2.5-flash,"First-person view of hands wrapped around a steaming brown ceramic mug in a rustic kitchen with wooden counters, open shelving, and soft golden light through lace curtains.",true
images/articles/cafe-seasonal-harvest.png,.png,1024x1024,2025-12-24 16:53:57,gemini-2.5-flash,"Six people gathered around a large wooden table covered with fresh tomatoes, mason jars, and cutting boards, working together to preserve the harvest in a sunny kitchen with a bay window.",true
images/articles/cafe-seasonal-harvest.webp,.webp,1024x1024,2025-12-24 16:53:27,gemini-2.5-flash,"Six people gathered around a large wooden table covered with fresh tomatoes, mason jars, and cutting boards, working together to preserve the harvest in a sunny kitchen with a bay window.",true
images/articles/cafe-seasonal-menu.png,.png,1024x1024,2025-12-24 16:53:28,gemini-2.5-flash,"A rustic kitchen counter displaying an abundant seasonal harvest of squash, pumpkins, root vegetables, potatoes, and fresh herbs with a handwritten menu card.",true
images/articles/cafe-seasonal-menu.webp,.webp,1024x1024,2025-12-24 16:53:29,gemini-2.5-flash,"Abundant autumn harvest spread on a farmhouse kitchen counter featuring various heirloom squashes, carrots, tomatoes, herbs, and a handwritten Autumn Squash Soup recipe card with copper pots hanging in the background.",true
images/articles/cafe-sourdough-starter.png,.png,1024x1024,2025-12-24 16:55:53,gemini-2.5-flash,Close-up of hands kneading bread dough on a floured surface by a sunny window with ceramic containers in the background.,true
images/articles/cafe-vegan-journey.png,.png,1024x1024,2025-12-24 16:56:01,gemini-2.5-flash,A woman in a coral-colored dress preparing fresh vegetables in a warm-toned vintage kitchen with open shelving displaying pottery and tea cups.,true
images/articles/cafe-vegan-journey.webp,.webp,1024x1024,2025-12-24 16:56:02,gemini-2.5-flash,"A woman in a pink/coral dress chopping fresh vegetables at a wooden counter in a vintage kitchen with salmon-colored walls, open shelving with dishes, and a basket of fresh garden produce.",true
images/articles/cohousing-kitchen.png,.png,1024x1024,2025-12-24 16:56:03,gemini-2.5-flash,"Three people and a dog in a vintage kitchen with exposed ceiling beams cooking together, with one person preparing food at the center island in warm afternoon light.",true
images/articles/cohousing-kitchen.webp,.webp,1024x1024,2025-12-24 16:56:05,gemini-2.5-flash,"A multigenerational group of five people preparing food together in a cozy kitchen with exposed beams, large window, herb pots on the sill, and a golden retriever resting on the floor.",true
images/articles/community-kitchen.webp,.webp,1024x1024,2025-12-24 16:56:06,gemini-2.5-flash,A large multigenerational group including children preparing fresh vegetables together around a long table in a bright kitchen with arched windows and hanging copper pots in an industrial-style converted space.,true
images/articles/community-living-debate.png,.png,1024x1024,2025-12-24 16:56:08,gemini-2.5-flash,"A small group of people sitting in a Victorian parlor with Gothic arched windows, engaged in conversation over coffee and cookies on a low wooden table.",true
images/articles/community-living-debate.webp,.webp,1024x1024,2025-12-24 16:51:17,gemini-2.5-flash,"Six people sitting in a circle on couches in a bright Victorian living room with tall Gothic arched windows filled with houseplants, having coffee and conversation in golden afternoon light.",true
images/articles/community-potluck.png,.png,1024x1024,2025-12-24 16:55:52,gemini-2.5-flash,"A Victorian dining room table laden with multiple bowls and dishes of potluck food, with lace curtains and an arched doorway visible in the soft natural light.",true
images/articles/community-potluck.webp,.webp,1024x1024,2025-12-24 16:56:22,gemini-2.5-flash,"A dark wood oval dining table covered with numerous bowls of potluck dishes including salads and casseroles in a Victorian dining room with lace curtains, antique chairs, and an arched doorway.",true
images/articles/farm-journey-hands.png,.png,1024x1024,2025-12-24 16:56:51,gemini-2.5-flash,"Hands holding fresh garden vegetables including tomatoes, kale, yellow squash, and eggplant with roots still attached, with a flower garden and house visible in the background.",true
images/articles/farm-journey-hands.webp,.webp,1024x1024,2025-12-24 16:57:19,gemini-2.5-flash,"Close-up of hands cradling freshly harvested vegetables with soil on the roots including tomatoes, eggplant, squash, and leafy greens, with a Victorian house and abundant garden beds in the background.",true
images/articles/holiday-gifts.png,.png,1024x1024,2025-12-24 16:57:47,gemini-2.5-flash,"A Victorian dining table covered with handmade holiday gifts including knitted items, pottery mugs, wrapped bread, books, candles, and cutting boards in warm afternoon light.",true
images/articles/holiday-gifts.webp,.webp,1024x1024,2025-12-21 19:01:01,gemini-2.5-flash,"A large wooden table filled with handcrafted holiday gifts including colorful knitted scarves and mittens,true, beeswax candles, wrapped sourdough bread, vintage books, and wooden cutting boards with gift tags.",false
images/articles/home-community-garden.webp,.webp,1024x1024,2025-12-21 12:11:15,gemini-2.5-flash,"Three people working together in a sunny community garden with raised beds, one kneeling to plant while two others sit and stand nearby in casual conversation.",true
images/articles/home-community-gardens.png,.png,1024x1024,2025-12-21 18:49:06,gemini-2.5-flash,"A woman kneeling in front of Victorian houses with decorative porches, tending to raised bed community gardens filled with vegetables in golden hour light.",true
images/articles/home-community-gardens.webp,.webp,1024x1024,2025-12-21 18:49:10,gemini-2.5-flash,"A woman in casual clothes working in raised bed gardens in the front yard of Victorian cottages with ornate porches and gingerbread trim, surrounded by abundant vegetable plants in warm evening light.",true
images/articles/home-community-gathering.webp,.webp,330x330,2025-12-22 10:25:06,gemini-2.5-flash,"A group of five people gathered on a wraparound porch at sunset with string lights and river views, sitting in rocking chairs around a cooler having a relaxed conversation.",true
images/articles/home-neighbors.png,.png,1024x1024,2025-12-21 18:59:42,gemini-2.5-flash,"Four people and a golden retriever gathered on a Victorian porch at golden hour, sitting on steps and railing in casual conversation with flowering plants around them.",true
images/articles/home-neighbors.webp,.webp,1024x1024,2025-12-21 18:59:48,gemini-2.5-flash,"A multi-generational group of four people sitting on and around the steps of a white Victorian porch with decorative columns, accompanied by a golden retriever, in warm golden hour sunlight with flower pots and plants.",true
images/articles/home-restoration.webp,.webp,1024x1024,2025-12-21 12:30:30,gemini-2.5-flash,A woman in overalls and work gloves carefully restoring ornate wooden molding or trim on a cabinet in a Victorian room with Gothic arched windows and tools laid out on a work table.,true
images/articles/home-sustainable-living-old.webp,.webp,1024x1024,2025-12-21 12:11:15,gemini-2.5-flash,A woman in neutral linen clothing watering numerous houseplants in a bright modern minimalist apartment living room with large windows and blonde wood floors.,true
images/articles/home-sustainable-living.webp,.webp,330x242,2025-12-22 12:00:51,gemini-2.5-flash,"Woman standing at farmhouse sink in bright, cream-colored kitchen with natural light streaming through windows and lace curtains.",true
images/articles/home-tiny-house.png,.png,1024x1024,2025-12-21 18:52:33,gemini-2.5-flash,"Woman with laptop in cozy tiny house interior featuring loft bed, built-in desk by window with Victorian house view outside, and warm lighting.",true
images/articles/home-tiny-house.webp,.webp,1024x1024,2025-12-21 18:52:38,gemini-2.5-flash,"Woman with laptop at window desk in tiny house with loft bed above, plants on windowsill, and Victorian cottage visible through window.",true
images/articles/home-winter-energy.png,.png,1024x1024,2025-12-21 18:56:07,gemini-2.5-flash,"Person sitting cross-legged on hardwood floor by tall Victorian window with green curtains, reading papers with radiator and space heater nearby during snowy winter day.",true
images/articles/home-winter-energy.webp,.webp,1024x1024,2025-12-21 18:56:12,gemini-2.5-flash,Person in cream sweater examining utility bills on floor beside vintage radiator and space heater by Victorian window during snowfall.,true
images/articles/homes-bill-changes.png,.png,1024x1024,2025-12-21 18:26:04,gemini-2.5-flash,"Wooden deck with rain barrel, garden bed, and bench beside horizontal-sided house with misty valley view in background.",true
images/articles/homes-bill-changes.webp,.webp,1024x1024,2025-12-21 18:26:08,gemini-2.5-flash,"Rustic wooden porch with rain barrel water collection system, garden beds, and bench overlooking misty rural landscape.",true
images/articles/homes-community-stories.png,.png,1024x1024,2025-12-21 18:42:11,gemini-2.5-flash,"Photo collage showing community dinner table, Victorian porch conversation, cat by window, vintage fridge with note, and jars of preserves.",true
images/articles/homes-community-stories.webp,.webp,1024x1024,2025-12-21 18:42:17,gemini-2.5-flash,"Vintage-style photo collage featuring communal dining scene,true, orange cat on windowsill, antique fridge, and canning jars.",false
images/articles/homes-intentional-living.png,.png,1024x1024,2025-12-21 18:33:38,gemini-2.5-flash,"Sunlit Victorian bedroom with metal frame bed, tall windows, hardwood floors, antique chair with ottoman, and meditation cushion.",true
images/articles/homes-intentional-living.webp,.webp,1024x1024,2025-12-21 18:33:42,gemini-2.5-flash,"Peaceful Victorian bedroom with iron bed frame, two tall windows with natural light, vintage furniture, and yoga cushion on worn hardwood floors.",true
images/articles/homes-radiator-patience.png,.png,1024x1024,2025-12-22 12:22:04,gemini-2.5-flash,Close-up of hand reaching toward ornate vintage cast-iron radiator with oil lamp on dark wood surface in Victorian home.,true
images/articles/homes-sacred-spaces.png,.png,1024x1024,2025-12-21 18:39:17,gemini-2.5-flash,"Minimalist meditation nook in Victorian bay window alcove with white cushion, dark wood trim, small altar shelf with plants and candle.",true
images/articles/homes-sacred-spaces.webp,.webp,1024x1024,2025-12-21 18:39:24,gemini-2.5-flash,"Serene meditation corner with round floor cushion in Victorian bay window featuring stained glass, wooden shelf with succulents and candle above.",true
images/articles/homes-sustainable-design.png,.png,1024x1024,2025-12-21 18:36:22,gemini-2.5-flash,"Close-up of weathered Victorian window with ornate curtain, potted fern on worn sill, and soft countryside view through wavy antique glass.",true
images/articles/homes-sustainable-design.webp,.webp,1024x1024,2025-12-21 18:36:27,gemini-2.5-flash,"Aged Victorian window detail showing vintage patterned curtain,true, and blurred rural landscape through old glass pane.",false
images/articles/homes-tour.png,.png,1024x1024,2025-12-21 18:49:50,gemini-2.5-flash,"Victorian hallway with dark wood trim,true, shoes lined up, community bulletin board, and sunlit rooms visible through doorways.",false
images/articles/homes-tour.webp,.webp,1024x1024,2025-12-21 18:50:06,gemini-2.5-flash,"Long Victorian hallway with dark wood doors and trim,true, multiple pairs of shoes, and warm afternoon light from end rooms.",false
images/articles/intentional-living.webp,.webp,1024x1024,2025-12-21 12:30:30,gemini-2.5-flash,"Woman in white sitting cross-legged on jute rug in minimalist modern living room with monstera plants, linen sofa, and natural light.",true
images/articles/intentional-qa.png,.png,1024x1024,2025-12-21 18:57:35,gemini-2.5-flash,Four women gathered around kitchen table at night with green chalkboard wall featuring handwritten questions about community and intentional living.,true
images/articles/intentional-qa.webp,.webp,1024x1024,2025-12-21 19:01:01,gemini-2.5-flash,"Evening kitchen gathering with women at wooden table beneath vintage pendant lamp, chalkboard wall asking philosophical questions about community.",true
images/articles/kundalini-practice.webp,.webp,1024x1024,2025-12-21 12:30:30,gemini-2.5-flash,"Woman in white practicing meditation with mudra hands in modern room with large arched window, plants, and natural light.",true
images/articles/living-room-movement.png,.png,1024x1024,2025-12-21 17:19:26,gemini-2.5-flash,Two women practicing yoga poses on vintage rug in Victorian parlor with bay windows and period furniture.,true
images/articles/living-room-movement.webp,.webp,100x100,2025-12-22 07:18:52,gemini-2.5-flash,Small thumbnail showing two people doing yoga stretches in Victorian-era living room.,true
images/articles/morning-practice-parlor-cellphone.webp,.webp,1024x1024,2025-12-24 11:36:52,gemini-2.5-flash,,true
images/articles/morning-practice-parlor-new.webp,.webp,1024x1024,2025-12-24 11:32:50,gemini-2.5-flash,,true
images/articles/morning-practice-parlor-optimized.webp,.webp,330x330,2025-12-22 10:25:07,gemini-2.5-flash,,true
images/articles/morning-practice-parlor.png,.png,1024x1024,2025-12-21 17:18:13,gemini-2.5-flash,Man meditating in morning light in Victorian room with tall windows and original radiator.,true
images/articles/morning-practice-parlor.webp,.webp,330x330,2025-12-22 10:25:06,gemini-2.5-flash,Man in meditation pose on mat in golden morning light from Victorian windows.,true
images/articles/pottery-studio-clay.webp,.webp,1024x1024,2025-12-21 12:30:30,gemini-2.5-flash,Hands shaping clay vessel on pottery wheel in sunlit studio workshop with students and pottery shelves in background.,true
images/articles/prenatal-yoga-practice.png,.png,1024x1024,2025-12-21 16:57:33,gemini-2.5-flash,Pregnant woman in white seated in supported yoga pose with text overlay Honoring Motherhood in minimalist room.,true
images/articles/ravenswood-cottages.webp,.webp,1024x1024,2025-12-21 12:30:31,gemini-2.5-flash,"Golden hour view of white Victorian cottage with wraparound porch,true, and sister cottages visible in tree-lined neighborhood.",true
images/articles/sarah-portrait.webp,.webp,1024x1024,2025-12-21 12:30:31,gemini-2.5-flash,Woman in rust-colored dress with cream cardigan sitting on wooden bench in wildflower meadow at sunset with stone wall and trees behind.,true
images/articles/sculpting-dreams.webp,.webp,1024x1024,2025-12-21 12:30:31,gemini-2.5-flash,"Female artist in apron working on large flowing transparent sculpture in bright studio apartment with dreamcatchers,true, and sketches.",true
images/articles/seasonal-recipes.webp,.webp,1024x1024,2025-12-21 12:30:31,gemini-2.5-flash,"Hands chopping tomato on cutting board surrounded by colorful fresh vegetables, herbs, and produce in farmhouse kitchen.",true
images/articles/silk-diet.webp,.webp,1024x1024,2025-12-21 12:33:23,gemini-2.5-flash,"Woman in white eating healthy meal at wooden table with abundant spread of salmon,true, fruits, nuts, and chia water by window.",true
images/articles/silk-values-morning.png,.png,1024x1024,2025-12-21 18:48:55,gemini-2.5-flash,"Woman in white dress sitting on floor reading by Victorian window with golden morning light,true, and hardwood floors.",true
