path,type,dimensions,date_modified,model,style,description,original_path,file_size_bytes
images/articles/arts-gallery-night.webp,.webp,1024x1024,2025-12-24 16:31:35,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Richly decorated Victorian room with dark wood paneling, fireplace, portraits, landscape paintings, oil lamp, and tea service by window. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-gallery-night.webp,207390
images/articles/arts-painting-class.webp,.webp,1024x1024,2025-12-24 16:31:35,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Bright art studio with several people painting at easels, modern industrial space with white brick walls and large windows. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-painting-class.webp,241526
images/articles/arts-painting-nook.png,.png,1024x1024,2025-12-24 16:31:35,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Cozy painting corner with window view, floral chair, desk with watercolor supplies and brushes in natural afternoon light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-painting-nook.png,1822072
images/articles/arts-painting-nook.webp,.webp,330x330,2025-12-24 16:31:35,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Cozy painting corner with window view, floral chair, desk with watercolor supplies and brushes in natural afternoon light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-painting-nook.webp,38274
images/articles/arts-creative-expression.png,.png,1024x1024,2025-12-24T16:33:00-08:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Close-up of hands doing embroidery work in a cozy parlor with vintage armchair and craft materials scattered on table. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-creative-expression.png,1683621
images/ads/shared/silk-cafe-banner.png,.png,1024x1024,2025-12-24 16:30:02,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Close-up of a steaming coffee cup with a fresh pastry on a worn wooden farmhouse table in a cozy cottage cafe. Victorian interior with natural window light, authentic humble setting. Subtle steam rising from the coffee. Blurred people conversing naturally in the soft background. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/ads/shared/silk-cafe-banner.png,293962
images/ads/shared/silk-cafe-banner.webp,.webp,1024x1024,2025-12-24 16:30:02,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Close-up of a steaming coffee cup with a fresh pastry on a worn wooden farmhouse table in a cozy cottage cafe. Victorian interior with natural window light, authentic humble setting. Subtle steam rising from the coffee. Blurred people conversing naturally in the soft background. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/ads/shared/silk-cafe-banner.webp,293962
images/ads/shared/silk-franchise-strip.png,.png,1024x1024,2025-12-24 16:31:55,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Cozy Victorian cottage kitchen scene with worn wooden table set with simple vintage dishes, ceramic cups, and homemade food. Warm natural window light streaming through tall windows with wavy antique glass. Authentic 1890s interior details - cast iron radiator, wide-plank hardwood floors, original trim. Inviting community gathering atmosphere. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/ads/shared/silk-franchise-strip.png,1698834
images/ads/shared/silk-franchise-strip.webp,.webp,1200x200,2025-12-24 16:31:55,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Wide panoramic view of Victorian cottage interior showing multiple connected spaces - cozy kitchen with wooden table and vintage dishes, warm parlor with period furniture, authentic 1890s architectural details throughout. Natural window light streaming through tall windows with wavy antique glass. Cast iron radiators, wide-plank hardwood floors, original crown molding. Inviting community living atmosphere. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/ads/shared/silk-franchise-strip.webp,60286
images/ads/shared/silk-franchise-wide.png,.png,1024x1024,2025-12-24 16:32:10,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Three Victorian cottages side by side showing the variety of SILK community living - left: charming white cottage with wraparound porch and gardens, center: cozy cream cottage with bay windows and flower boxes, right: sage-green cottage with decorative gingerbread trim. All authentic 1880s-1890s architecture with original details. Warm golden hour light, tree-lined neighborhood street. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/ads/shared/silk-franchise-wide.png,2106780
images/ads/shared/silk-franchise-wide.webp,.webp,400x400,2025-12-24 16:32:10,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Three Victorian cottages side by side showing the variety of SILK community living - left: charming white cottage with wraparound porch and gardens, center: cozy cream cottage with bay windows and flower boxes, right: sage-green cottage with decorative gingerbread trim. All authentic 1880s-1890s architecture with original details. Warm golden hour light, tree-lined neighborhood street. Studio-quality lighting, cinematic composition, photojornalistic authenticity. No text overlays, no captions.",images/ads/shared/silk-franchise-wide.webp,70606
images/articles/arts-creative-expression.webp,.webp,1024x1024,2025-12-24T16:33:32-08:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Close-up of hands doing embroidery work in a cozy parlor with vintage armchair and craft materials scattered on table. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-creative-expression.webp,152080
images/articles/arts-first-friday-parlor.png,.png,1024x1024,2025-12-24T16:34:20-08:00,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Ornate Victorian parlor with floral wallpaper, arched windows, green and burgundy velvet chairs, and a small round table. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-first-friday-parlor.png,1790030
images/ads/shared/silk-franchise-wide.webp,.webp,400x400,2025-12-24 16:29:47,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. SILK Corp promotional banner showing Start Your Own SILK Community with three images: modern building, cozy interior, and Victorian house. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/ads/shared/silk-franchise-wide.webp,46148
images/ads/shared/silk-homes-banner.png,.png,1024x1024,2025-12-24 16:31:40,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Exterior of a charming Victorian cottage with wraparound porch, warm lighting, and lush garden at golden hour. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions, no branding.",images/ads/shared/silk-homes-banner.png,2030384
images/ads/shared/silk-homes-banner.webp,.webp,400x400,2025-12-24 16:32:42,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Exterior of a charming Victorian cottage with wraparound porch, warm lighting, and lush garden at golden hour. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions, no branding.",images/ads/shared/silk-homes-banner.webp,65204
images/ads/shared/silk-tech-banner.png,.png,1024x1024,2025-12-24 16:33:33,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman in blue sweater working on laptop at wooden table with plants, coffee, and natural window light in a period home. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/ads/shared/silk-tech-banner.png,1784035
images/ads/shared/silk-tech-banner.webp,.webp,1024x1024,2025-12-24 16:34:19,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman in blue sweater working on laptop at wooden table with plants, coffee, and natural window light in a period home. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/ads/shared/silk-tech-banner.webp,181968
images/ads/shared/silk-yoga-banner.webp,.webp,400x400,2025-12-24 16:34:56,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Woman meditating in lotus position in a bright room with three arched windows, wearing light purple. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions, no SILK Yoga branding, no Find Your Practice text.",images/ads/shared/silk-yoga-banner.webp,36784
images/articles/arts-sculptor.webp,.webp,1024x1024,2025-12-24 16:42:57,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Man in flannel shirt working on wooden sculpture pieces at kitchen table in Victorian home with large windows and radiator. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-sculptor.webp,217484
images/articles/arts-studio-portrait.webp,.webp,1024x1024,2025-12-24 16:43:17,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Artist in light clothing and hat painting colorful abstract art on large canvas in bright industrial loft studio. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-studio-portrait.webp,233312
images/articles/basement-pottery-corner.png,.png,1024x1024,2025-12-24 16:43:31,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Rustic basement pottery studio with exposed stone walls, wooden shelves full of ceramic pieces, pottery wheel, and window with mountain view. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/basement-pottery-corner.png,1755679
images/articles/basement-pottery-corner.webp,.webp,1024x1024,2025-12-24 16:43:31,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Rustic basement pottery studio with exposed stone walls, wooden shelves full of ceramic pieces, pottery wheel, and window with mountain view. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/basement-pottery-corner.webp,260158
images/articles/cafe-behind-scenes.png,.png,1024x1024,2025-12-24 16:43:49,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Five people gathered around candlelit dinner table in Victorian dining room with brass chandelier and dark wood paneling at dusk. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-behind-scenes.png,1348938
images/articles/cafe-behind-scenes.webp,.webp,1024x1024,2025-12-24 16:43:49,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Five people gathered around candlelit dinner table in Victorian dining room with brass chandelier and dark wood paneling at dusk. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-behind-scenes.webp,128770
images/articles/cafe-farm-partners.png,.png,1024x1024,2025-12-24 16:44:51,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A person tending to a raised garden bed in early morning mist with Victorian houses visible in the background, working with seedlings in the soil. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-farm-partners.png,1555454
images/articles/cafe-farm-partners.webp,.webp,1024x1024,2025-12-24 16:45:05,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Someone kneeling in a backyard garden with raised beds, planting seedlings in misty morning light with a shed and Victorian homes in the background. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-farm-partners.webp,213924
images/articles/cafe-farm-revolution.png,.png,1024x1024,2025-12-24 16:45:21,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A woman in a rustic kitchen sorting through abundant fresh produce including tomatoes and greens, with natural light streaming through lace-curtained windows. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-farm-revolution.png,1921912
images/articles/cafe-farm-revolution.webp,.webp,1024x1024,2025-12-24 16:45:39,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. An older person with gray hair in a vintage kitchen working with an abundance of colorful heirloom tomatoes, peppers, and fresh vegetables from the garden, arranged on a checkered tablecloth. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-farm-revolution.webp,264334
images/articles/cafe-farm-table.webp,.webp,330x330,2025-12-24 16:45:55,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A simple kitchen counter with fresh bread, tomatoes on a plate, and a jar of milk in soft morning light through a window. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-farm-table.webp,21118
images/articles/arts-photography.png,.png,1024x1024,2025-12-24 16:47:59,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Round Victorian table with two vintage Polaroid cameras, instant photos, teacup, and vintage lamp between two wingback chairs. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-photography.png,1488721
images/articles/arts-photography.webp,.webp,1024x1024,2025-12-24 16:47:59,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Round Victorian table with two vintage Polaroid cameras, instant photos, teacup, and vintage lamp between two wingback chairs. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-photography.webp,171644
images/articles/arts-public-spaces.png,.png,1024x1024,2025-12-24 16:47:59,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Community group admiring Ravenswood Community Art mural on brick building during golden hour on small-town street. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-public-spaces.png,1922861
images/articles/arts-public-spaces.webp,.webp,1024x1024,2025-12-24 16:47:59,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Community group admiring Ravenswood Community Art mural on brick building during golden hour on small-town street. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-public-spaces.webp,315672
images/articles/arts-sculptor.png,.png,1024x1024,2025-12-24 16:47:59,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Man in flannel shirt working on wooden sculpture pieces at kitchen table in Victorian home with large windows and radiator. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-sculptor.png,1523026
images/articles/arts-sculptor.webp,.webp,1024x1024,2025-12-24 16:47:59,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Man in flannel shirt working on wooden sculpture pieces at kitchen table in Victorian home with large windows and radiator. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/arts-sculptor.webp,175170
images/articles/cafe-brewing-story.webp,.webp,1024x1024,2025-12-24,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Older man in sweater examining homemade kombucha or fermented drinks in labeled bottles in vintage kitchen with leaded glass windows. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-brewing-story.webp,262580
images/articles/cafe-brunch-friends.webp,.webp,1024x1024,2025-12-24,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Family of three sharing a meal at wooden table by tall arched windows with radiator, fresh bread, herbs, and tomatoes. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-brunch-friends.webp,165012
images/articles/cafe-coffee-debate.png,.png,1024x1024,2025-12-24,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Three people in period-style clothing stand in a vintage kitchen discussing coffee, with various coffee brewing equipment and cups arranged on a wooden table in warm natural light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-coffee-debate.png,1598873
images/articles/cafe-coffee-debate.webp,.webp,1024x1024,2025-12-24,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Three people in a rustic kitchen having an animated conversation about coffee, surrounded by multiple coffee brewing methods including French press, pour-over, and espresso machine with scattered coffee beans. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-coffee-debate.webp,202852
images/articles/cafe-coffee-gathering.png,.png,1024x1024,2025-12-24,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Four people gathered casually in a bright kitchen with large windows, some sitting and standing, sharing coffee and conversation in a relaxed morning setting. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-coffee-gathering.png,1625675
images/articles/cafe-roasting-seasons.webp,.webp,1024x1024,2025-12-24 16:51:27,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. First-person view of hands wrapped around a steaming brown ceramic mug in a rustic kitchen with wooden counters, open shelving, and soft golden light through lace curtains. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-roasting-seasons.webp,114642
images/articles/cafe-seasonal-harvest.png,.png,1024x1024,2025-12-24 16:51:41,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Six people gathered around a large wooden table covered with fresh tomatoes, mason jars, and cutting boards, working together to preserve the harvest in a sunny kitchen with a bay window. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-seasonal-harvest.png,1659230
images/articles/cafe-seasonal-harvest.webp,.webp,1024x1024,2025-12-24 16:51:41,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Six people gathered around a large wooden table covered with fresh tomatoes, mason jars, and cutting boards, working together to preserve the harvest in a sunny kitchen with a bay window. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-seasonal-harvest.webp,230228
images/articles/cafe-seasonal-menu.png,.png,1024x1024,2025-12-24 16:51:55,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A rustic kitchen counter displaying an abundant seasonal harvest of squash, pumpkins, root vegetables, potatoes, and fresh herbs with a handwritten menu card. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-seasonal-menu.png,1625082
images/articles/cafe-seasonal-menu.webp,.webp,1024x1024,2025-12-24 16:52:10,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Abundant autumn harvest spread on a farmhouse kitchen counter featuring various heirloom squashes, carrots, tomatoes, herbs, and a handwritten Autumn Squash Soup recipe card with copper pots hanging in the background. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-seasonal-menu.webp,169768
images/articles/cafe-sourdough-starter.png,.png,1024x1024,2025-12-24 16:55:45,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Close-up of hands kneading bread dough on a floured surface by a sunny window with ceramic containers in the background. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-sourdough-starter.png,1591799
images/articles/cafe-vegan-journey.png,.png,1024x1024,2025-12-24 16:56:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A woman in a coral-colored dress preparing fresh vegetables in a warm-toned vintage kitchen with open shelving displaying pottery and tea cups. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-vegan-journey.png,1627164
images/articles/cafe-vegan-journey.webp,.webp,1024x1024,2025-12-24 16:56:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A woman in a pink/coral dress chopping fresh vegetables at a wooden counter in a vintage kitchen with salmon-colored walls, open shelving with dishes, and a basket of fresh garden produce. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cafe-vegan-journey.webp,187364
images/articles/cohousing-kitchen.png,.png,1024x1024,2025-12-24 16:56:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Three people and a dog in a vintage kitchen with exposed ceiling beams cooking together, with one person preparing food at the center island in warm afternoon light. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cohousing-kitchen.png,1617743
images/articles/cohousing-kitchen.webp,.webp,1024x1024,2025-12-24 16:56:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A multigenerational group of five people preparing food together in a cozy kitchen with exposed beams, large window, herb pots on the sill, and a golden retriever resting on the floor. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/cohousing-kitchen.webp,221824
images/articles/community-kitchen.webp,.webp,1024x1024,2025-12-24 16:56:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A large multigenerational group including children preparing fresh vegetables together around a long table in a bright kitchen with arched windows and hanging copper pots in an industrial-style converted space. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/community-kitchen.webp,270354
images/articles/community-living-debate.png,.png,1024x1024,2025-12-24 16:56:22,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A small group of people sitting in a Victorian parlor with Gothic arched windows, engaged in conversation over coffee and cookies on a low wooden table. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays.",images/articles/community-living-debate.png,1673543
images/articles/cafe-brewing-story.png,.png,1024x1024,2025-12-24 16:56:27,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Older man in sweater examining homemade kombucha or fermented drinks in labeled bottles in vintage kitchen with leaded glass windows. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/articles/cafe-brewing-story.png,1755301
images/articles/cafe-coffee-gathering.webp,.webp,1024x1024,2025-12-24 16:56:27,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. A cozy kitchen scene with four people casually gathered, one at the sink, others sitting and standing with coffee cups, bathed in natural window light with fresh fruit on the counter. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/articles/cafe-coffee-gathering.webp,161180
images/articles/cafe-latte-art.webp,.webp,1024x1024,2025-12-24 16:56:27,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Close-up of hands pouring steamed milk from a metal pitcher into a white cup, creating latte art with a beautiful rosetta pattern in a modern kitchen setting. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/articles/cafe-latte-art.webp,97082
images/articles/cafe-morning-coffee.png,.png,1024x1024,2025-12-24 16:56:27,gemini-3-pro-image-preview,professional-documentary,"Professional documentary photography, f/11 aperture, deep depth of field with everything in sharp focus. Two women sitting at a small wooden table by tall windows with frosted glass, sharing coffee and conversation in an intimate kitchen corner with potted plants. Studio-quality lighting, cinematic composition, photojournalistic authenticity. No text overlays, no captions.",images/articles/cafe-morning-coffee.png,1514924
